696@p.id,0x00000000000A9779,MemberPortfolio,0,357601,Poodle Bank Limited,NULL,NULL,48,1,2019-04-25 09:37:16.277,35,696,NULL,NULL
697@p.id,0x00000000000A977A,MemberPortfolio,0,357633,Poodle Debt Collection,NULL,NULL,48,1,2019-04-25 09:37:25.527,35,697,NULL,NULL
698@p.id,0x00000000000A977B,MemberPortfolio,0,357812,Poodle Loans,NULL,NULL,48,1,2019-04-25 09:37:28.020,35,698,NULL,NULL
699@p.id,0x00000000000A977C,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)","Poodle Bank Limited (SA SR, CT, TAC, CVAL)",48,1,2019-04-25 09:37:28.820,35,699,1FB1E517-C673-405C-AD6A-642DF8841933,2430B806-E9E3-4326-B17B-8B5B9B2AA1BC
700@p.id,0x00000000000A977D,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)",Poodle Bank (CVAL ML),48,1,2019-04-25 09:37:32.930,35,700,1FB1E517-C673-405C-AD6A-642DF8841933,849886CB-EB9F-41AE-80D7-C41592347D70
701@p.id,0x00000000000A977E,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)",Poodle Bank Ltd - Fraud (SR Web),48,1,2019-04-25 09:37:33.590,35,701,1FB1E517-C673-405C-AD6A-642DF8841933,EC9A43DE-57CD-474D-AB7D-8D01A5A5AE54
702@p.id,0x00000000000A977F,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)",Poodle Bank UK Cards (SR API),48,1,2019-04-25 09:37:34.177,35,702,1FB1E517-C673-405C-AD6A-642DF8841933,9CE079C1-07DA-4FB6-8E1F-8385601E059C
703@p.id,0x00000000000A9780,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)",Poodle New Customer Loans (AR API),48,1,2019-04-25 09:37:34.910,35,703,1FB1E517-C673-405C-AD6A-642DF8841933,5AC74598-C449-419F-9E45-CE68956DDFA5
704@p.id,0x00000000000A9781,SearchOrg,0,NULL,NULL,"Poodle Bank Limited (SA SR, CT, TAC, CVAL)",Poodle New customer Loans (CVAL CR),48,1,2019-04-25 09:37:35.563,35,704,1FB1E517-C673-405C-AD6A-642DF8841933,D171E831-C7CE-4FE3-A555-C3FBA0EFED2B
902@p.id,0x00000000000A9784,MemberPortfolio,0,451606,German Shepherd Bank Mortgages - Collection,NULL,NULL,132,1,2019-04-25 09:37:38.467,35,902,NULL,NULL
903@p.id,0x00000000000A9785,MemberPortfolio,0,786334,German Shepherd Bank Mortgages - OLD LENDING,NULL,NULL,132,1,2019-04-25 09:37:39.123,35,903,NULL,NULL
904@p.id,0x00000000000A9786,MemberPortfolio,0,818416,German Shepherd Bank Mortgages,NULL,NULL,132,1,2019-04-25 09:37:39.840,35,904,NULL,NULL
905@p.id,0x00000000000A9787,SearchOrg,0,NULL,NULL,"German Shepherd (CVAL, SR, COSMOS, CT)",German Shepherd (COSMOS BSB API),132,1,2019-04-25 09:37:40.427,35,905,50203FAD-6E57-4C42-93A1-815757CB9E9F,970A15E5-FAC8-4C2C-A406-C8C6F7163F22
1087@p.id,0x00000000000A978A,MemberPortfolio,0,109901,Collie Fleet Services,NULL,NULL,150,1,2019-04-25 09:37:43.120,35,1087,NULL,NULL
1088@p.id,0x00000000000A978B,MemberPortfolio,0,330767,Collie Automotive Services UK Ltd,NULL,NULL,150,1,2019-04-25 09:37:43.887,35,1088,NULL,NULL
1089@p.id,0x00000000000A978C,SearchOrg,0,NULL,NULL,Collie Automotive Services UK Limited (SR),Collie Automotive Services UK Limited (SR),150,1,2019-04-25 09:37:44.443,35,1089,69F89F7C-07C7-42C4-A3D9-7C31014235C9,4302CFE5-B56E-4F67-95C4-CA4988C65DCA
1090@p.id,0x00000000000A978D,SearchOrg,0,NULL,NULL,Collie Fleet Services UK Ltd,Collie Fleet Services UK Ltd,150,1,2019-04-25 09:37:45.087,35,1090,B3036739-6F2B-46B4-A36A-C28F43BDAA44,5648E505-2880-42FA-A61F-6E5EE2C929B0
1091@p.id,0x00000000000A978E,SearchOrg,0,NULL,NULL,Collie Fleet Services UK Ltd,Collie Fleet Services UK Ltd (SA),150,1,2019-04-25 09:37:45.697,35,1091,B3036739-6F2B-46B4-A36A-C28F43BDAA44,0F7FBFC7-380E-4427-86B7-5315EB3D893B
1340@p.id,0x00000000000A97AD,MemberPortfolio,0,246310,Beagle Ltd - Finance,NULL,NULL,192,1,2019-04-25 09:38:02.987,35,1340,NULL,NULL
1341@p.id,0x00000000000A97AE,MemberPortfolio,0,247701,Beagle Ltd,NULL,NULL,192,1,2019-04-25 09:38:03.753,35,1341,NULL,NULL
1342@p.id,0x00000000000A97AF,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)","Beagle Limited (CVAL, SR, AR)",192,1,2019-04-25 09:38:04.433,35,1342,A1668A08-DE97-4C62-AE9C-41BD7257A27E,A02A34AB-BCFD-44C0-9CFA-E9B3CB2BACF2
1343@p.id,0x00000000000A97B0,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited ML,192,1,2019-04-25 09:38:05.093,35,1343,A1668A08-DE97-4C62-AE9C-41BD7257A27E,E5B73F76-4824-417E-9F9B-CC6EFBF2652D
1344@p.id,0x00000000000A97B1,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited (SR),192,1,2019-04-25 09:38:05.740,35,1344,A1668A08-DE97-4C62-AE9C-41BD7257A27E,69A7515A-2361-41FA-AB23-FF236B075AB1
1345@p.id,0x00000000000A97B2,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited (AR),192,1,2019-04-25 09:38:06.410,35,1345,A1668A08-DE97-4C62-AE9C-41BD7257A27E,BE62FF80-3501-46A7-B958-2854D6BA96CF
1346@p.id,0x00000000000A97B3,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited SR,192,1,2019-04-25 09:38:07.090,35,1346,A1668A08-DE97-4C62-AE9C-41BD7257A27E,C0785277-183D-4774-85FD-BDD306B05504
1347@p.id,0x00000000000A97B4,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited (AR API) old,192,1,2019-04-25 09:38:07.730,35,1347,A1668A08-DE97-4C62-AE9C-41BD7257A27E,52645892-19BD-4267-A448-8457263CBDD8
1348@p.id,0x00000000000A97B5,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited (SR API),192,1,2019-04-25 09:38:08.327,35,1348,A1668A08-DE97-4C62-AE9C-41BD7257A27E,A7D48A3F-38E4-4469-8D6B-573A00F8CC15
1349@p.id,0x00000000000A97B6,SearchOrg,0,NULL,NULL,"Beagle Limited (CVAL, SR, AR)",Beagle Limited (AR API),192,1,2019-04-25 09:38:08.977,35,1349,A1668A08-DE97-4C62-AE9C-41BD7257A27E,4637636E-D710-40A8-B73E-286630C40B9C
1299@p.id,0x00000000000A9791,MemberPortfolio,0,620411,Other Mortgages Limited,NULL,NULL,193,1,2019-04-25 09:37:46.607,35,1299,NULL,NULL
1300@p.id,0x00000000000A9792,MemberPortfolio,0,165501,Correct Mortgages,NULL,NULL,193,1,2019-04-25 09:37:47.257,35,1300,NULL,NULL
1301@p.id,0x00000000000A9795,MemberPortfolio,0,316621,Better Mortgages,NULL,NULL,193,1,2019-04-25 09:37:48.780,35,1301,NULL,NULL
1302@p.id,0x00000000000A9796,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Great Dane Financial Services Group (SR R AR),193,1,2019-04-25 09:37:49.430,35,1302,C4B28890-4B4C-4EB4-964F-0FA562E6937E,5C5946C1-5161-4A07-BAA3-0B71D598BFFB
1303@p.id,0x00000000000A9797,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GD and Co (SR),193,1,2019-04-25 09:37:50.087,35,1303,C4B28890-4B4C-4EB4-964F-0FA562E6937E,1F308500-C42F-43FB-9B26-9CF814E478F2
1304@p.id,0x00000000000A9798,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Correct Mortgages SR API,193,1,2019-04-25 09:37:50.627,35,1304,C4B28890-4B4C-4EB4-964F-0FA562E6937E,8C008A6E-7752-45E1-89DF-FAAA496D5E8A
1305@p.id,0x00000000000A9799,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GDSavings Bank PLC (AR) API OLD,193,1,2019-04-25 09:37:51.397,35,1305,C4B28890-4B4C-4EB4-964F-0FA562E6937E,7446C6BC-6629-474F-9804-FA8FED152AAF
1306@p.id,0x00000000000A979A,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Better Mortgages CR API,193,1,2019-04-25 09:37:52.023,35,1306,C4B28890-4B4C-4EB4-964F-0FA562E6937E,CC401FF6-4B11-4122-B7CE-E540177E8B94
1307@p.id,0x00000000000A979B,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Great Dane Financial Services Limited (R),193,1,2019-04-25 09:37:52.803,35,1307,C4B28890-4B4C-4EB4-964F-0FA562E6937E,9F5293E4-F106-4ED3-9ABF-AE9FDC888C8E
1308@p.id,0x00000000000A979C,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Correct Mortgages (TAC),193,1,2019-04-25 09:37:53.420,35,1308,C4B28890-4B4C-4EB4-964F-0FA562E6937E,3912D4B9-7DE0-4CA5-A950-031EB5B58832
1309@p.id,0x00000000000A979D,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GD and Co (AR),193,1,2019-04-25 09:37:54.053,35,1309,C4B28890-4B4C-4EB4-964F-0FA562E6937E,97FB3883-54AC-42E3-BA33-B0B11EB3FEA1
1310@p.id,0x00000000000A979E,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GDSavings Bank PLC (SR) API BSB,193,1,2019-04-25 09:37:54.777,35,1310,C4B28890-4B4C-4EB4-964F-0FA562E6937E,8317C638-A4CC-4DCD-8223-8D429C50C206
1311@p.id,0x00000000000A979F,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GDSavings Bank PLC (AR) API,193,1,2019-04-25 09:37:55.517,35,1311,C4B28890-4B4C-4EB4-964F-0FA562E6937E,A0B5B6C0-2152-4863-AC7C-D392B82AEFB8
1312@p.id,0x00000000000A97A0,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Better Mortgages (TAC),193,1,2019-04-25 09:37:56.150,35,1312,C4B28890-4B4C-4EB4-964F-0FA562E6937E,4543EEAC-7CCA-4A5C-88CD-50624B9A6069
1313@p.id,0x00000000000A97A1,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Correct Mortgages Limited (SR) WEB,193,1,2019-04-25 09:37:56.790,35,1313,C4B28890-4B4C-4EB4-964F-0FA562E6937E,0A20F4D7-8C6F-4CF5-84D2-B4D6186ADDA8
1314@p.id,0x00000000000A97A2,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Better Mortgages TAC API,193,1,2019-04-25 09:37:57.563,35,1314,C4B28890-4B4C-4EB4-964F-0FA562E6937E,AD2F43EF-0B08-4CE8-B550-81A7F5BC9F59
1315@p.id,0x00000000000A97A3,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GDSavings Bank PLC (SR) WEB,193,1,2019-04-25 09:37:58.197,35,1315,C4B28890-4B4C-4EB4-964F-0FA562E6937E,739174BF-B65B-45AD-8745-7CE3E3A921FE
1316@p.id,0x00000000000A97A4,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GD and Co (SR API),193,1,2019-04-25 09:37:58.783,35,1316,C4B28890-4B4C-4EB4-964F-0FA562E6937E,84D0F9D5-ACEA-4A67-AD12-B7B246803698
1317@p.id,0x00000000000A97A5,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Better Mortgages (SR) WEB,193,1,2019-04-25 09:37:59.440,35,1317,C4B28890-4B4C-4EB4-964F-0FA562E6937E,BCE2A975-1766-4E33-8031-D66AD95ACFB3
1318@p.id,0x00000000000A97A6,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),GD and Co (AR API),193,1,2019-04-25 09:38:00.070,35,1318,C4B28890-4B4C-4EB4-964F-0FA562E6937E,3EEF0A6D-3A15-450A-BC85-CB40CFE3E20A
1319@p.id,0x00000000000A97A7,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Correct Mortgages TAC API,193,1,2019-04-25 09:38:00.697,35,1319,C4B28890-4B4C-4EB4-964F-0FA562E6937E,2E341D4F-9B10-4A1E-82EB-C1C2AB129A1D
1320@p.id,0x00000000000A97A8,SearchOrg,0,NULL,NULL,Great Dane Financial Services Group (SR R AR),Better Mortgages CREDIT (SR) Web,193,1,2019-04-25 09:38:01.257,35,1320,C4B28890-4B4C-4EB4-964F-0FA562E6937E,39F17267-FAAC-498D-9D83-BD1340213785
1487@p.id,0x00000000000A97B9,MemberPortfolio,0,66,Jack Russel Plc,NULL,NULL,214,1,2019-04-25 09:38:10.077,35,1487,NULL,NULL
1488@p.id,0x00000000000A97BA,MemberPortfolio,0,112,Jack Russel Credit Cards,NULL,NULL,214,1,2019-04-25 09:38:10.930,35,1488,NULL,NULL
1489@p.id,0x00000000000A97BB,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)","Jack Russel Plc (CVAL Batch, SA)",214,1,2019-04-25 09:38:11.530,35,1489,EE56011E-E483-4457-9F35-F7D8CE148C1E,3913F0D7-B56D-44C2-A4A2-583E01F363CF
1490@p.id,0x00000000000A97BC,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)",Jack Russel Plc (CVAL ML),214,1,2019-04-25 09:38:12.167,35,1490,EE56011E-E483-4457-9F35-F7D8CE148C1E,A52CF020-C16C-4AB1-906B-345F1F1A976F
1491@p.id,0x00000000000A97BD,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)",Jack Russel Plc (SA),214,1,2019-04-25 09:38:12.860,35,1491,EE56011E-E483-4457-9F35-F7D8CE148C1E,55B54D87-B248-4094-A44E-309AC37375C6
1492@p.id,0x00000000000A97BE,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)",Jack Russel Plc (CVAL SR),214,1,2019-04-25 09:38:13.530,35,1492,EE56011E-E483-4457-9F35-F7D8CE148C1E,229F90EC-C733-494F-9DE2-0AC48D81B57E
1493@p.id,0x00000000000A97BF,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)",Jack Russel Plc NO BILL (CVAL),214,1,2019-04-25 09:38:14.173,35,1493,EE56011E-E483-4457-9F35-F7D8CE148C1E,45BE82EF-DCC9-4B2D-B976-85E4EBF53337
1494@p.id,0x00000000000A97C0,SearchOrg,0,NULL,NULL,"Jack Russel Plc (CVAL Batch, SA)",Jack Russel Plc Test (CVAL SR),214,1,2019-04-25 09:38:14.850,35,1494,EE56011E-E483-4457-9F35-F7D8CE148C1E,2C648687-0920-4448-A894-8D699AE3CDDE
